1
14,296
14,318
1,435
14,389
14,417
14,432
14,461
14,555
14,556
14,620
14,629
146,341
146,999
14,705
147,051
147,058
147,446
14,745
14,750
147,500
147,540
14,760
147,750
148,001
14,807
14,825
14,860
14,879
14,940
14,945
1,496,598
1,497
14,990
15,001
15,002
15,010
15,014
15,067
151,345
15,185
152,000
15,202
15,205
15,209
15,335
15,340
15,358
15,375
15,398
15,475
15,562
155,625
155,952
15,598
1,560
15,600
15,601
15,635
15,640
15,661
15,682
15,746
15,752
15,796
15,825
15,855
15,890
159,655
15,990
15990
16,000
16,078
16,172
16,185
16,200
162,191
16,225
162,250
1,624
16,245
16,251
16,266
16,297
16,298
16,422
1,643
16,458
1,646
16,500
16,505
165,355
16,576
16,605
16,635
167,647
168,058
16,808
16,819
1,689
16,891
16,899
16,912
16,913
16,938
16,941
17,013
170,130
17,022
1,704
17,085
170,850
17,100
171,000
1,711
17,119
17,204
17,220
17,244
17,319
17,408
17,430
174,300
174,758
17,517
17,527
17,528
1,754
17,545
17,647
17,675
176,935
176,992
176,999
17,700
177,000
177,412
1,779
178,163
17,835
178,538
18,000
18,006
18,052
18,113
18,134
1,819
18,224
182,878
18,299
18,352
18,431
184,350
1,844
184,421
18,450
18,477
18,509
185,458
18,570
18,584
18,675
18,705
1,872
18,768
18768
18,794
1,883,663
1,884
18,903
189,066
18,990
19,018
19,021
19,065
19,117
1,916
192707
19,407
1,941
19,411
1,949
19,494
19,500
195,121
19,694
196,945
19,754
1,976
19,764
19,848
198,485
1,985
198,529
19,920
19,932
199,325
199325
199,500
1,996
19,963
19,987
19,988
20
20,220
20220
20,220.59
20,231
20,332
20,400
204,081
2,053
20,645
20,650
206,500
20,735
207,417
20,800
20,801
208,300
20,910
20,983
21,000
2,100,735
21,072
21,165
21,176
2,124
21,266
21,270
21,356
21,524
21,525
21,641
21,665
217,875
21,788
21,832
21,833
2,184
21,896
21896
22,058
220,588
2,209
22,117
22,131
22,155
2,216
22,222
22,410
2,246
22,488
22,500
22,508
225,080
22,522
2,264
22,642
22,684
226,840
2,274
2274
22,743
22,750
22,780
227,800
228,000
22,941
23,006
2,305
23,062
23,063
231,080
23,127
2,313
232,000
2,329
233,000
2,339
2,340
23,504
23,529
23,600
236,000
2,365
236,622
23,675
23,680
2,370
2,371
23,720
23,818
238,182
2,386
23,897
238,970
2,394
2,395
2,398
23,984
24,000
2,404
241,018
24,102
24,115
2,426
24,289
24,292
24,293
24,385
243,853
24,489
2,448,979
2,458
2,464
2,469
2,470
24,705
24,744
24,760
248,302
24,864
24,900
2,496
2496
25,024
25024
2,503
25,075
25,076
25,110
25,199
25,200
25,204
252,088
2,523
252,360
2,532
25,320
253,215
25,322
2,534
25,500
255,195
25,520
2,556
25,628
2,564
25,735
25,791
25,876
2,588
25,978
2,599
2599
25,992
2,601
2,620
26,255
26,256
262,857
2,634
263,418
26,370
2,652
26,550
2,659
266,384
2,664
26,654
26,685
26,700
2,677
2,683
269,372
26,982
26982
27,000
270,000
27,140
2,717
2,722
27,221
2,727
2,729
2,732
2,738
27,435
2,745
2,749
2,762
27,726
27,730
2,782
27,855
2,794
2,799
2,801
28,010
28,012
28,025
28,026
2,808
28,110
28,135
2,814
28,152
28,200
2,835
28,354
28,355
283,550
2,846
28,475
2,848
285,000
2,859
2,863
28,635
286,764
28,910
2,897
2,911
29,110
2,924
2,926,829
29,403
294,102
29,411
294,117
2,943
2,950
29,500
29,505
29,508
29,600
2,965
296,593
297,019
2,976
297,728
2,989
2,995
2,998
2,999
30,000
300,563
3,024
302,690
3,035
3,038
3,040
3,054
305,525
3,057
3,059
30,612
3,068
307,250
3,073
3,075
3,086
3,087
30,948
30,950
30,975
30,976
310,487
3,105
3105
3,108
31,080
3,112
31,125
311,250
3,119
3119
31,190
311,905
3,120
3,126
3,128
31,280
31,320
31,322
3,137
3,148
3,150
31,505
3,165
3,167
3,169
3,170
31,745
3,182
3,184
3,194
3,204
3,216
321,829
3,229
323,004
3,234
32,345
32,370
3,244
32,450
32,463
3,248
3,249
32,490
3,267
327,462
3,275
3,277
3,279
3,285
3,293
3,299
33,000
330,693
3,307
3,314
3314
3,315
3,333
3,338
3,340
3,355
33,612
3,364
3,369
33,762
3,379
33,925
3,396
3,398
34,026
340,260
3,408
3,411
34,170
3,418
34,188
342,000
3,421
3,422
34,238
3,428
3,429
3429
3,431
34,408
3,443
3,444
3444
34,500
3,461
3,466
34,742
3,476
3,481
3,482
3,493
3,494
3,500
3,508
3,509
3,514
35,160
351,688
3,529
3,534
35,399
35,400
3,556
3,557
3,558
355,855
35,594
3,568
35,727
3,574
3,579
3,582
3,583
358,691
3,598
36,000
3,606
3,619
3,623
3,627
36,374
3,639
363,945
3,655
36,576
367,197
3,681
36,862
3,687
36,875
3,697
369822
37,018
37,140
37,169
37,170
3,719
37,200
37,201
3,735
37,350
3,736
3,738
374,149
3,743
37,465
3,749
3,752
3752
37,536
3,754
3,755
3,764
3,769
3,770
3,775
37,800
3,781
37,818
3,798
3,806
3,816
3,817
3,823
3,833
3,834
3834
38,350
38,351
3,840
3,854
3,866
387,755
3,881
38,814
3,882
388,464
3,897
38,974
3,898
3,899
39
39,000
3,924
3,925
3,931
39,389
3,946
3,952
39,522
3,956
3,964
39,697
396,970
3,970
39,824
39,825
39,865
3,988
3,993
4,011
40,233
40,235
4,029
4,033
40,411
4,043
4,046
40,462
40,499
4,051
4,055
4,061
40,664
4,075
4,078
40,816
408,163
4,085
4,092
4,094
4094
4,095
4,096
4,098
4,103
4,106
41,115
4,114
4,118
4,129
41,300
4,133
4,140
41,510
4,158
4,159
4159
4,163
4,172
4,175
4,178
4,180
41972
420,147
4,204
4,205
421,355
42,202
4,224
4,237
4,243
4,249
42,532
425,325
4,265
4,266
4,270
42,712
4,273
42,775
4,285
4,289
4,304
4,305
43,113
43,330
4,334
43,383
4,348
43,500
4,354
43,575
4,358
4,367
4,379
43,792
43792
4,386
4,395
4,398
4,399
4,411
4,419
44,250
44,251
4,430
4,431
4,442
4,449
4,464
44,669
4,469
44,801
448,363
4,484
4484
44,897
4,494
45,001
45,016
4,504
4,513
4,523
4,528
45,368
4,537
4,538
4,549
45,560
455,782
4,558
4,568
45,725
4,588
4,593
4,600
4,606
4,614
4614
4,616
4,617
46,192
4,621
4,625
4,640
46,425
4,654
4,658
4,663
46,688
4,679
4,684
4,690
46,920
4,711
47,200
47,201
4,722
47,250
4,726
4,742
4,744
4,748
4,757
4,779
47,830
4,787
4,791
4,797
48,000
4,804
4,808
4,809
4809
4,811
4,819
4,820
48,204
48,518
4,852
4,874
48,780
487,804
4,878,048
4,883
4,884
48,979
490
4,916
4,927
4,929
4,938
4,941
4,948
4,949
49,520
4,980
49,800
4,991
5,000
500,000
5,003
50,048
5,005
5,013
50,150
50,151
5,020
5,041
5,046
50,517
5,054
5,064
50,643
5,068
5,072
5,085
51,000
51,020
51,039
5,111
51,255
51255
5,133
51,470
51,625
5,166
5,167
5,175
51,752
51,923
5,198
5,200
5,208
5,240
5,241
5,247
5,254
5,263
5,269
5,272
52,740
5,289
5,291
52,912
5,293
5,296
5,305
53,072
53,100
5,317
53,176
5,321
5,322
5,328
5,337
5,356
5,366
5,369
5,380
5,387
53,874
5,393
53,999
54,000
54,100
54,102
5,419
5,434
5434
5,444
54,485
5,454
5,458
5458
546,543
5,498
54,986
5,499
5,509
5,514
5,520
5,523
5,530
5,531
5531
5,535
5,553
5,563
5,570
5,588
5588
560,200
56,025
5,608
56,130
561,300
5,615
5,621
56,270
5,628
5,630
5,633
5,653
5,660
5,671
56,710
567,100
5,692
5,693
5693
56,950
56950
5,697
5,718
57,520
5,757
5,760
5,783
5,790
57,904
57,955
5,817
5,822
5,828
5,843
5,848
5,852
5,854
5,865
58,802
5,882
5,887
5,895
59
59,000
5,910
5,913
5,919
5,923
5,927
593,392
5,942
5,946
5,950
59,546
5,978
59,798
5,982
5,984
5,996
59,960
6
60
6,000
6000
60,000
600,000
6,016
602,544
6,077
6077
6,080
6,081
60,975
6,108
61,224
61,332
6,140
61,417
6,146
6,150
61,590
6,160
6160
6,163
6,173
6,177
61,814
61,897
61,900
62,041
6,206
6,210
6,216
6,225
62,250
6,238
6238
62,381
623,810
6,239
6,243
6,249
6,256
62,560
62,645
62645
6,267
6,271
6,275
6,300
6,301
630,220
6,303
6,329
6,330
6,340
6,352
6,354
6,368
6,393
6,404
6,410
6,433
6,438
6,457
6,459
6,463
6,468
6468
6,469
64,690
6,472
6,474
6,489
64,900
6,498
64,980
6,501
6,506
6506
652,165
6,530
65,306
65,362
6,551
6,553
655,709
6,563
656,432
6,569
6,583
65,853
6,598
65,999
6,600
6,611
6,617
6,622
6,628
6,631
6,646
6,663
6,666
6,693
6,711
6,727
6,728
67,356
67,524
6,756
6,758
6,765
6,775
6775
6,781
67,849
6,785
67,850
6,792
6,797
6,805
68,052
6,823
68,340
6,836
6,837
6,848
6,857
6,868
6,882
6,888
689,026
69
6,900
6,901
6,922
6,928
6,931
6,953
6,963
6,969
6,985
6,987
698,774
7
70
7,018
70,338
70338
7,051
70,563
7,069
7,072
7,077
70,800
7,083
7,084
7084
7,086
7,088
708,875
70,888
70,900
7,092
7,096
7,115
7,116
71,188
71188
7,121
712,500
7,132
71,428
7,148
7148
7,153
7,159
7,175
7,180
7,181
7,194
7,195
71,952
7,199
72,000
7,213
7213
7,216
7,246
7246
7,264
7,278
7,280
7,309
7,310
73,151
73,170
7,343
73,506
7,352
73,529
73,723
737,230
73,749
7,375
73,750
7,379
7,380
7,387
73,908
7,391
7,392
7392
7,402
74,035
7,404
7,406
7,408
7408
74,125
7,439
7,470
74,700
7,473
748,299
7,487
74,950
7,500
75,000
7,504
7,507
7,533
7,538
7,561
7,564
75,850
7,590
7,596
7,603
7,633
76,558
7,668
76,700
76,701
7,683
7,688
7,692
7,697
7,698
7,699
7,700
7700
7,704
7,705
770,547
7,719
7,723
7,733
7,736
77,551
77600
7,763
7,764
7,781
77,812
7,798
7,799
7,800
78,048
7,813
7,820
78,200
7,849
7,854
78,582
7,863
7,867
7,876
78,778
78,911
7,912
7,928
7,935
79,394
79,411
7,957
79,632
7,979
7,995
8,007
8,008
8,022
8,030
8,058
8058
8,086
8,092
8,100
8,111
81,165
8,117
8,122
8,128
8,133
81,388
81,632
816,326
8,166
8,167
8,168
8,187
8,191
8,229
823,555
8,252
82,600
8,274
8,280
8,281
8,295
8,302
8,303
8,316
8,345
83,555
8,356
8,382
83,823
8,394
8,400
8,410
84,195
84,405
8,447
8447
8,455
84,558
8,455.88
8,472
84,750
8,482
8,506
85,065
850,650
8,512
85,365
8,539
85,425
85425
8,546
854,999
855,000
85,635
8,569
8,571
8,577
85,827
8,610
8,624
8,625
8,645
8,668
8,672
8,700
8,707
8,715
87,150
8,733
8,735
8,758
876,170
8,772
8,814
8,815
88,209
8,821
8,823
88,235
8,824
88,272
8,837
88,500
88,501
8,862
8,864
8,870
8,881
8,895
89,108
8,918
8,927
89,275
8,932
89,338
89,603
8,964
8,969
8,971
8,974
8,984
89,851
8,989
8,992
8,994
9
9,000
90,000
90,032
9,032
9,056
9,057
90,736
9,097
9,105
9,109
91,120
9,115
9,136
91,445
9,161
9,162
9,176
9,191
9,191.00
91,911
921,537
921,538
9,225
9,227
923,380
9,238
92,385
9,239
9,240
9240
92,682
92,721
9,285
9,292
9,300
9,315
9,337
93,375
9,338
9,357
93,572
9,358
936
9,380
9,384
940,594
9,422
9,452
9,456
9,487
9,495
9,532
9,548
9,558
9,586
9,600
9,608
9,634
96,407
9,649
9,660
9,682
96,938
9,704
9704
9,712
9,747
9,748
9,751
97,560
975,609
9,767
9,779
9,840
98,472
9,856
988
98,875
9,900
99,242
9,926
9,926.00
9,942
9,960
99,600
9,962
99,662
998,248
